SeniorCitizen,tenure,MonthlyCharges,TotalCharges,AvgMonthlySpend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_13-24 months,TenureGroup_25-48 months,TenureGroup_49-72 months
1,-1.1188008067964355,-0.1669118660402181,-0.8840282719595658,-0.24121847731651622,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,-1.1188008067964355,-0.5153389433808665,-0.9083081405722422,-0.6062450000837932,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,-1.2409180113122174,-0.46390447005915153,-0.9563849147691331,-0.11068684101049657,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.10115743583158582,0.08860132400959055,-0.1322085066988697,0.05922981493105235,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0.14307697319997809,1.0111034906829266,0.5149619514401006,1.0438186344788338,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0,0.9164859351332638,0.1367174442137754,0.676710660244983,0.1645832422648923,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True
0,-0.06045170099299184,0.6576988836659831,0.13702142880371965,0.641090424896998,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
1,-0.1825689055087738,-0.9633166142474143,-0.5829227765784898,-0.9936082982529043,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
0,-0.6710377235719016,-1.5257774676687466,-0.8669269901790279,-1.4671597239883523,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False
0,-1.0780950719578415,-1.4859572302583868,-0.9531139378945502,-1.4234291505103556,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,-0.22327464034736777,0.695859944517578,-0.03565980673634629,0.5725307908885733,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
0,1.0386031396490458,-1.3150620447055927,-0.36308678716859677,-1.3023094034083185,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True
0,1.6084834273893616,1.326347036848275,2.384665504670697,1.4033123687568088,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,True
0,-0.1825689055087738,-0.9682941439237093,-0.5883012284863612,-1.0080476385522428,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0.30589991255435406,0.667653943018573,0.462911708690864,0.627493490349685,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
0,-1.2816237461508113,-1.4743429943470319,-1.001410240740742,-1.4646844085084656,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,-1.1188008067964355,0.5000771105833088,-0.8292997796888584,0.5815763881977887,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0,-1.2816237461508113,0.14169497389007057,-0.9800281502988372,0.14262044309789876,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,-0.8338606629262776,1.3396204493183947,-0.4503274724007632,1.367214018008463,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
0,-1.1188008067964355,1.034331962505636,-0.811342336176047,0.85155079653742,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False
0,1.5677776925507676,0.7024966507526377,1.644085606254205,0.6691537471481424,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
0,-1.2002122764736234,0.39886734049864436,-0.9101302283614394,0.37144960746074884,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,-0.10115743583158582,-1.5025489958460367,-0.7224551860741241,-1.4197436807958579,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,-0.30468611002455576,-1.4842980536996218,-0.787413713402252,-1.4707571824857872,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0.7943687306174818,-1.3399496930870676,-0.42600369805822663,-1.296458160317711,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True
1,0.5501343215859179,1.495583045842304,1.1299056038617032,1.3563142592649042,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False
0,-0.9559778674420595,0.18483356441796028,-0.7478985565280951,0.05130880539541541,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,-0.5489205190561197,0.7273842991341125,-0.32354967742950963,0.5761914913643512,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
0,-0.8338606629262776,-0.5153389433808665,-0.7418615186723211,-0.4590187360412051,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1,0.5094285867473239,1.1206091435614158,0.9766746066496946,1.1780724118397947,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
0,0.14307697319997809,1.313073624378155,0.6074932771204181,1.237030759436649,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
0,0.22448844287716607,1.0011484313303363,0.610237385236679,1.0646537460619732,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
0,-1.2816237461508113,-1.5174815848749215,-1.0019810152289244,-1.5075898768265,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,-0.9152721326034655,1.113972437326356,-0.5547792037381181,1.2837408793256204,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
0,-0.7931549280876836,-0.6679831867872458,-0.7648900739839826,-0.7215820075209709,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,-0.5896262538947137,0.5664441729339085,-0.384556689070222,0.4723874720294575,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,True,False,False
0,0.18378270803857208,-0.6480730680820658,-0.3109487329596397,-0.7202165528279775,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
0,-1.1188008067964355,-1.4793205240233267,-0.956845924932665,-1.3359680035543626,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,-0.8745663977648716,0.33250027814804467,-0.6523596883523557,0.3055412074104349,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1.2828375486806096,1.135541732590301,1.6990994857690038,1.0411599622967336,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
0,-1.2816237461508113,-0.3112602266527725,-0.9860212824247508,-0.3078869742414622,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0.18378270803857208,0.9148712502745568,0.5146107056012194,0.9570215361200479,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0,0.631545791263106,1.3379612727596297,1.1837779344001371,1.29494855774844,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
1,-0.5082147842175256,0.9828974891839214,-0.17635571807327502,0.9935513945669149,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False
0,-0.2639803751859618,0.15165003324266044,-0.22008582501400878,0.14369942676861833,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0,-0.10115743583158582,-1.5108448786398618,-0.756416268120969,-1.5048395262932928,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
0,1.4863662228735797,0.06537285218688103,0.9995494919068453,0.04843887440424223,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True
0,1.2421318138420157,0.8120023036311275,1.4472781721559735,0.7912054864573913,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True
0,-1.1188008067964355,-1.5125040551986266,-0.9550677428733279,-1.3092345963715872,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,0.26519417771576004,-1.4760021709057967,-0.6635556494667001,-1.4727238946824563,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False
0,-1.1595065416350294,1.2201597370873154,-0.850352577156812,0.8666502209647287,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
0,1.1200146093262338,1.2019087949409006,1.6535253381741426,1.1962247253589626,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-0.5489205190561197,1.273253386967795,-0.1267202904663479,1.3549170560192016,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
0,-0.8745663977648716,1.2301147964399053,-0.5075366384085704,1.295217342005094,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
1,-0.06045170099299184,1.1620885575305409,0.3887110252271693,1.2514020803141988,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0,-0.10115743583158582,0.642766294637098,0.06027421300813474,0.5415312844342898,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
0,0.8350744654560759,-1.3382905165283026,-0.4488566304504474,-1.3448106399856554,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True
0,-1.1188008067964355,0.8103431270723621,-0.8076981605976526,0.9063377791589105,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
1,0.7536629957788878,0.4868036981131887,0.7347101293902735,0.43092189310822016,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0,1.5677776925507676,0.8086839505135972,1.794572495349953,0.8284803914168996,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1.1607203441648277,-1.3250171040581826,-0.3525494120021549,-1.3305845305434616,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True
1,-0.9966836022806536,0.31756768911915967,-0.74410071089519,0.36106703419789077,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,-0.9152721326034655,-0.3311703453579522,-0.7606531710524758,-0.2638263586994805,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
0,-0.8338606629262776,-0.5004063543519814,-0.7394467035300115,-0.44389180810856466,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
0,1.3642490183577978,-0.03583691789778363,0.8619928402549192,-0.008698842601835283,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
0,-0.3453918448631497,-0.14866092389380306,-0.37783911240161533,-0.15998687431823794,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,-1.1595065416350294,-0.2797358720362375,-0.9071885444608078,-0.20144840860633847,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-1.1595065416350294,0.7970697146022425,-0.8544577628987383,0.7895028885082628,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0,0.1023712383613841,-0.30960105009400735,-0.12507382559659136,-0.23980401132800977,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,0.5094285867473239,0.689223238282518,0.6483914644851706,0.6296891868586957,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,1.3235432835192036,1.495583045842304,2.123865469301261,1.48342902196201,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False,False,True
0,-0.7524491932490895,0.5299422886410788,-0.5042656615339874,0.5763900129065977,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,1.1607203441648277,-0.4722003528529765,0.3457273156940585,-0.4700945329015719,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True
0,1.4456604880349857,0.5116913464946635,1.3495879232170855,0.46759053712889315,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,-0.38609757970174374,-0.2382564580671127,-0.4471662598508307,-0.30042515366441275,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False
0,0.9164859351332638,0.5515115839050234,0.9695179726824861,0.5647742467585583,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
0,1.4863662228735797,-1.3432680462045974,-0.2560226649045615,-1.319418068171932,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0,-1.0373893371192475,0.5415565245524336,-0.7557137764432061,0.5938350934315131,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0,1.6084834273893616,0.4685527559667738,1.5056947457349357,0.48563499376440616,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,1.1607203441648277,-0.5053838840282764,0.2898133687171265,-0.5389975769154643,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,1.2828375486806096,0.5100321699358986,1.1926468918318922,0.44631071103648556,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,-0.019745966154397852,0.9380997220972668,0.27646602683963345,0.8817083901340387,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0,-1.2816237461508113,0.4851445215544238,-0.9754839072583089,0.4842139793222491,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,-1.2002122764736234,0.5763992322864984,-0.9162770305418638,0.21742997760113814,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
0,-1.2002122764736234,-1.4842980536996218,-0.9881946160528295,-1.5845996917563052,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1.6084834273893616,0.6460846477546283,1.6662799526985235,0.6532917783511698,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True
0,-0.2639803751859618,-1.1657361544167435,-0.6650923500118062,-1.142893396123208,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0.26519417771576004,1.1786803231181906,0.6587532167321717,1.075962474813088,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False
0,-1.2816237461508113,-1.5058673489635668,-1.0018273451744135,-1.4960384045870292,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,-1.2816237461508113,-1.5075265255223318,-1.0018492980393439,-1.4976886149069535,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
0,0.9571916699718578,0.7954105380434776,1.1708257440913856,0.7866739565312495,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
1,0.428017117070136,1.4142833944628193,0.9802309707683685,1.338677532185429,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False
0,-1.2816237461508113,-1.3117436915880627,-0.9992588599775934,-1.3029637971558745,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,-0.1418631706701798,0.1981069768880804,-0.14783894652909185,0.0945936324076851,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
0,-1.2409180113122174,0.5664441729339085,-0.9293389851752657,0.9058427160629331,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,1.4456604880349857,0.4868036981131887,1.3874785680864161,0.5094767578963858,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,1.4049547531963917,0.8169798333074222,1.787745154356696,0.9981190289524372,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,-0.5489205190561197,-1.3283354571757127,-0.8050638168060421,-1.3288460432262676,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False
0,1.3642490183577978,-0.2714399892424126,0.6177891707726292,-0.2868342910690933,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,True
0,-1.1595065416350294,-1.1906238027982183,-0.9535090894632918,-1.0719343523664588,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,-0.9559778674420595,-1.4992306427285067,-0.9179234954116203,-1.3687888532506367,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
1,0.8350744654560759,1.2915043291142099,1.3980378961177882,1.2746647225660361,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
0,-0.38609757970174374,-1.5075265255223318,-0.8039661735595378,-1.4665498636527279,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False
0,0.7129572609402939,1.4474669256381192,1.4530078699027262,1.5622633771224603,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True
0,-1.2409180113122174,0.33250027814804467,-0.9437839702992631,0.3629235208078059,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1.0793088744876398,-1.4793205240233267,-0.4541253180336683,-1.4325192921031598,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
0,1.2421318138420157,0.6162194696968583,1.3758655025384001,0.7059970075571678,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-0.30468611002455576,0.2030845065643751,-0.20355531772165308,0.2848025642625847,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
0,-0.7524491932490895,0.5150096996121938,-0.5397414912610083,0.38590859312103853,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,1.3235432835192036,0.07035038186317573,0.8817284658270675,0.04693363239335941,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,1.4863662228735797,-0.2780766954774726,0.7250289159561051,-0.2506318509675635,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-0.4675090493789317,0.3026351000902746,-0.3229789029413274,0.31942869166122734,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.428017117070136,0.873391836305432,0.7518772697656018,0.9394801427004621,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False
1,1.5677776925507676,0.8982794846869069,1.8808692073901256,0.9198462613834184,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
0,-0.5489205190561197,-1.3134028681468275,-0.7618605786236307,-1.157918995351993,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
0,0.30589991255435406,-1.5025489958460367,-0.6458835931979799,-1.456227080618853,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
0,-0.9559778674420595,0.6095827634617982,-0.6577161873952969,0.804538138089796,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0,1.0386031396490458,1.27159421040903,1.631682237568706,1.283001129871861,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True
0,-1.2816237461508113,-1.4942531130522119,-1.001673675119903,-1.4844869323475585,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,0.590840056424512,1.6100662283970886,1.3244079871422758,1.5929797600220916,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False
0,1.0386031396490458,0.642766294637098,1.1481703874835356,0.6563479868316042,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
0,0.30589991255435406,1.2516840917038503,0.7933023258886761,1.2483851232212395,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
0,0.346605647392948,0.12178485518489039,0.25277888558006945,0.17469892175594123,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False
0,1.4049547531963917,1.1936129121470758,1.9458277347182535,1.1754796933371472,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True
1,0.06166550352279012,1.1587702044130104,0.45742349245834224,1.1039650256491504,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False
